date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:05:04	441/441	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/footer/amex.png	demo.zytheme.com/cryptech/assets/images/footer/amex.png	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:05	643/643	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/footer/delta.png	demo.zytheme.com/cryptech/assets/images/footer/delta.png	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:06	543/543	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/footer/cirrus.png	demo.zytheme.com/cryptech/assets/images/footer/cirrus.png	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:07	568/568	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/footer/paypal.png	demo.zytheme.com/cryptech/assets/images/footer/paypal.png	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:08	85578/85578	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/js/jquery-2.2.4.min.js	demo.zytheme.com/cryptech/assets/js/jquery-2.2.4.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:11	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:11%20GMT	https://demo.zytheme.com/cryptech/assets/js/widgets.html	demo.zytheme.com/cryptech/assets/js/widgets.61.delayed	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:11	15038/15038	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/js/functions.js	demo.zytheme.com/cryptech/assets/js/functions.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:12	513346/513346	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/js/plugins.js	demo.zytheme.com/cryptech/assets/js/plugins.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:12	107534/107534	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/jquery.themepunch.tools.min.js?rev=5.0	demo.zytheme.com/cryptech/assets/revolution/js/jquery.themepunch.tools.min838f.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:13	63323/63323	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/jquery.themepunch.revolution.min.js?rev=5.0	demo.zytheme.com/cryptech/assets/revolution/js/jquery.themepunch.revolution.min838f.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:14	23903/23903	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.video.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.video.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:15	28285/28285	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.slideanims.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:16	8866/8866	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.actions.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.actions.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:17	54044/54044	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.layeranimation.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:18	3702/3702	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.kenburn.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:19	25903/25903	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.navigation.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.navigation.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:20	6110/6110	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.migration.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.migration.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:21	10679/10679	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.parallax.min.js	demo.zytheme.com/cryptech/assets/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:22	14649/14649	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/js/rsconfig.js	demo.zytheme.com/cryptech/assets/js/rsconfig.js	(from https://demo.zytheme.com/cryptech/home-ico.html)
06:05:23	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.eot?v=4.6.3	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont5b62.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:24	76518/76518	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.eot?	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfontd41d.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:25	71896/71896	---M--	200	added ('OK')	font/woff2	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.woff2?v=4.6.3	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont5b62.woff2	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:26	90412/90412	---M--	200	added ('OK')	font/woff	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.woff?v=4.6.3	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont5b62.woff	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:27	152796/152796	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.ttf?v=4.6.3	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont5b62.ttf	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:28	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:28%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont.svg?v=4.6.3	demo.zytheme.com/cryptech/assets/fonts/fontawesome-webfont5b62.svg	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:29	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:29%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Stroke-Gap-Icons.eot	demo.zytheme.com/cryptech/assets/css/fonts/Stroke-Gap-Icons.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:30	55820/55820	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.eot?w118d	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free54e9.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:31	55820/55820	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.eot?	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Freed41d.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:32	21780/21780	---M--	200	added ('OK')	font/woff2	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.woff2?w118d	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free54e9.woff2	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:33	55696/55696	---M--	200	added ('OK')	font/woff	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.woff?w118d	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free54e9.woff	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:34	55620/55620	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.ttf?w118d	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free54e9.ttf	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:35%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free.svg?w118d	demo.zytheme.com/cryptech/assets/css/fonts/Linearicons-Free54e9.svg	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:36	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:36%20GMT	https://demo.zytheme.com/cryptech/assets/css/owl.video.play.png	demo.zytheme.com/cryptech/assets/css/owl.video.play.png	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:37	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:37%20GMT	https://demo.zytheme.com/cryptech/assets/css/font/ytp-regular.eot	demo.zytheme.com/cryptech/assets/css/font/ytp-regular.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:38	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/et-line.eot	demo.zytheme.com/cryptech/assets/css/fonts/et-line.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:39	32694/32694	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/et-line.eot?	demo.zytheme.com/cryptech/assets/css/fonts/et-lined41d.eot	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:41	55220/55220	---M--	200	added ('OK')	font/woff	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/et-line.woff	demo.zytheme.com/cryptech/assets/css/fonts/et-line.woff	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:41	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:41%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/et-line.ttf	demo.zytheme.com/cryptech/assets/css/fonts/et-line.ttf	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:44	175537/175537	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/css/fonts/et-line.svg	demo.zytheme.com/cryptech/assets/css/fonts/et-line.svg	(from https://demo.zytheme.com/cryptech/assets/css/external.css)
06:05:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:45%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.eot	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.82.delayed	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:45	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:45%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.eot?	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:46	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:46%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.woff2	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.woff2	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:47	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:47%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.woff	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.woff	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:48	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:48%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.ttf	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.ttf	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:49	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:49%20GMT	https://demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.svg	demo.zytheme.com/cryptech/assets/fonts/glyphicons-halflings-regular.svg	(from https://demo.zytheme.com/cryptech/assets/css/bootstrap.min.css)
06:05:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:05:50%20GMT	https://demo.zytheme.com/cryptech/assets/css/polina.jpg	demo.zytheme.com/cryptech/assets/css/polina.jpg	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:51	2379/2379	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/testimonial/icon.png	demo.zytheme.com/cryptech/assets/images/testimonial/icon.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:52	9497/9497	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/testimonial/icon-2.png	demo.zytheme.com/cryptech/assets/images/testimonial/icon-2.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:53	18219/18219	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/divider.png	demo.zytheme.com/cryptech/assets/images/icons/divider.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:54	1106/1106	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/bitcoin-icon.png	demo.zytheme.com/cryptech/assets/images/icons/bitcoin-icon.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:55	770/770	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/dollor.png	demo.zytheme.com/cryptech/assets/images/icons/dollor.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:56	759/759	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/eur.png	demo.zytheme.com/cryptech/assets/images/icons/eur.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:57	1124/1124	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/eth.png	demo.zytheme.com/cryptech/assets/images/icons/eth.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:58	635/635	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/jpy.png	demo.zytheme.com/cryptech/assets/images/icons/jpy.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:05:59	408/408	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/chf.png	demo.zytheme.com/cryptech/assets/images/icons/chf.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:00	940/940	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/ltc.png	demo.zytheme.com/cryptech/assets/images/icons/ltc.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:01	1124/1124	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/aud.png	demo.zytheme.com/cryptech/assets/images/icons/aud.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:02	181/181	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/quote.png	demo.zytheme.com/cryptech/assets/images/icons/quote.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:03	188/188	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/icons/quote2.png	demo.zytheme.com/cryptech/assets/images/icons/quote2.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:04	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:06:04%20GMT	https://demo.zytheme.com/cryptech/assets/images/app/holder.png	demo.zytheme.com/cryptech/assets/images/app/holder.png	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:05	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Jan%202024%2011:06:05%20GMT	https://demo.zytheme.com/cryptech/assets/images/background/patterns/wood-dark.jpg	demo.zytheme.com/cryptech/assets/images/background/patterns/wood-dark.jpg	(from https://demo.zytheme.com/cryptech/assets/css/style.css)
06:06:06	12136/12136	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons.eot?5510888	demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons90c6.eot	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:07	7536/7536	---M--	200	added ('OK')	font/woff	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons.woff?5510888	demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons90c6.woff	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:08	11968/11968	---M-Z	200	added ('OK')	font/ttf	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons.ttf?5510888	demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons90c6.ttf	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:09	13691/13691	---M-Z	200	added ('OK')	image/svg+xml	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons.svg?5510888	demo.zytheme.com/cryptech/assets/revolution/fonts/revicons/revicons90c6.svg	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:10	326/326	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/css/openhand.cur	demo.zytheme.com/cryptech/assets/revolution/css/openhand.cur	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:11	326/326	---M--	200	added ('OK')	application/octet-stream	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/css/closedhand.cur	demo.zytheme.com/cryptech/assets/revolution/css/closedhand.cur	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:12	933/933	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/gridtile.png	demo.zytheme.com/cryptech/assets/revolution/assets/gridtile.png	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:13	931/931	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_white.png	demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_white.png	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:14	938/938	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_3x3.png	demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_3x3.png	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:15	935/935	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_3x3_white.png	demo.zytheme.com/cryptech/assets/revolution/assets/gridtile_3x3_white.png	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:16	184/184	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/coloredbg.png	demo.zytheme.com/cryptech/assets/revolution/assets/coloredbg.png	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:17	2545/2545	---M--	200	added ('OK')	image/gif	date:Mon,%2028%20Oct%202019%2009:23:01%20GMT	https://demo.zytheme.com/cryptech/assets/revolution/assets/loader.gif	demo.zytheme.com/cryptech/assets/revolution/assets/loader.gif	(from https://demo.zytheme.com/cryptech/assets/revolution/css/settings.css)
06:06:20	245321/245321	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/sliders/slide-bg/1.jpg	demo.zytheme.com/cryptech/assets/images/sliders/slide-bg/1.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:21	105405/105405	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/background/6.jpg	demo.zytheme.com/cryptech/assets/images/background/6.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:21	160843/160843	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/sliders/slide-bg/2.jpg	demo.zytheme.com/cryptech/assets/images/sliders/slide-bg/2.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:22	57202/57202	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/background/7.jpg	demo.zytheme.com/cryptech/assets/images/background/7.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:23	3846/3846	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/1.png	demo.zytheme.com/cryptech/assets/images/clients/1.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:24	4318/4318	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/2.png	demo.zytheme.com/cryptech/assets/images/clients/2.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:25	3341/3341	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/3.png	demo.zytheme.com/cryptech/assets/images/clients/3.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:26	3333/3333	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/4.png	demo.zytheme.com/cryptech/assets/images/clients/4.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:27	3361/3361	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/5.png	demo.zytheme.com/cryptech/assets/images/clients/5.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:28	8316/8316	---M--	200	added ('OK')	image/png	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/clients/6.png	demo.zytheme.com/cryptech/assets/images/clients/6.png	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:29	23039/23039	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/team/grid/1.jpg	demo.zytheme.com/cryptech/assets/images/team/grid/1.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:30	22314/22314	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/team/grid/2.jpg	demo.zytheme.com/cryptech/assets/images/team/grid/2.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
06:06:31	20468/20468	---M--	200	added ('OK')	image/jpeg	date:Mon,%2028%20Oct%202019%2009:23:00%20GMT	https://demo.zytheme.com/cryptech/assets/images/team/grid/3.jpg	demo.zytheme.com/cryptech/assets/images/team/grid/3.jpg	(from https://demo.zytheme.com/cryptech/home-consulting.html)
